,Board,Chapter - Concept Name,Chapter Concept Name,Chapter Name,Chapter No.,Ekstep Comments,Ekstep comments,Grade,Keywords,Medium,Netscribes Comments,Netscribes comments,State/Centre,Sub-Topic,Subject,Textbook Name,Topic - Concept Name,Topic Name,Type
149,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals: Europe,Class 8,"Iron ore, producer, Russia, Ukraine, Sweden, France, copper, lead, zinc, manganese, nickel, European Russia, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Distribution of minerals : Europe,Europe,K-12
150,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals: North America,Class 8,"Canadian region, Great Lakes, Appalachian region, mountain range, Iron ore, nickel, gold, uranium, Canadian Shield Region, Appalachians region, Western Cordilleras, copper, lead, zinc, silver, Mineral Oil, Coal, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Distribution of minerals : North America,North America,K-12
151,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals: South America,Class 8,"Brazil, iron ore, Bolivia, gold, silver, zinc, chromium, manganese, bauxite, mica, platinum, asbestos, diamond, Mineral oil, Venezuela, Argentina, Chile, Peru, Columbia, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Distribution of minerals : South America,South America,K-12
152,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals: Africa,Class 8,"mineral resource, diamond, gold, platinum, South Africa, Zimbabwe, Zaire, copper, iron ore, chromium, uranium, cobalt, bauxite, Oil, Nigeria, Libya, Angola, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Distribution of minerals : Africa,Africa,K-12
153,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals: Australia,Class 8,"bauxite, gold, diamond, iron ore, tin, nickel, copper, lead, zinc, manganese, Kalgoorlie, Coolgardie, western, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Distribution of minerals : Australia,Australia,K-12
154,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals: Antarctica,Class 8,"Mineral, Coal, Transantarctic Mountain, iron, Prince Charles Mountain, East Antarctica, Iron ore, gold, silver, oil, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Distribution of minerals : Antarctica,Antarctica,K-12
155,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
156,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"iron ore, Jharkhand, Odisha, Chhattisgarh, Madhya Pradesh, Goa, Maharashtra, Karnataka, Social Science, Geography",English,,,Centre,Iron,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
157,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Jharkhand, Odisha, Chhattisgarh, Madhya Pradesh, Gujarat, Maharashtra, Tamil Nadu, Social Science, Geography,",English,,,Centre,Bauxite,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
158,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Jharkhand, Bihar, Andhra Pradesh, Rajasthan, producer, mica, world, Social Science, Geography,",English,,,Centre,Mica,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
159,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Rajasthan, Madhya Pradesh, Jharkhand, Karnataka, Andhra Pradesh, Social Science, Geography,",English,,,Centre,Copper,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
160,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Maharashtra, Madhya Pradesh, Chhattisgarh, Odisha, Karnataka, Andhra Pradesh, Social Science, Geography",English,,,Centre,Manganese,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
161,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Bihar, Jharkhand, Odisha, Madhya Pradesh, Chhattisgarh, Rajasthan, Gujarat, Tamil Nadu, Quarrying, limestone, Social Science, Geography",English,,,Centre,Limestone,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
162,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Kolar, Karnataka, Social Science, Geography",English,,,Centre,Gold,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
163,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,Topic concept: Distribution of minerals in India,Class 8,"Sea, lake, rock, Extraction, salt, Sambhar lake, Rajasthan, Social Science, Geography,",English,,,Centre,Salt,Geography,Resources and Development,Distribution of minerals in India,Distribution in India,K-12
164,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Mineral, Copper, Jewellery, Silicon, Aluminium, bottling industry, ore bauxite, automobile, airplane, kitchen cookware, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Uses of Minerals,Uses of Minerals,K-12
165,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Non renewable resource, Recycling, metal, Reuse, Reduce, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Conservation of Minerals,Conservation of Minerals,K-12
166,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"National Power Grid, supply Electricity, Power, industry, agriculture, transport, communication, defense, Oil, Natural gas, Firewood, Hydel power, conventional source, energy, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Power Resources,Power Resources,K-12
167,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Conventional source, energy, Firewood, fossil fuel, Coal, Petroleum, Natural Gas, Social Science, Geography,",English,,,Centre,Conventional Sources,Geography,Resources and Development,Power Resources,Power Resources,K-12
168,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Cooking, heating, Fossil fuel, coal, petroleum, natural gas, Social Science, Geography",English,,,Centre,Firewood,Geography,Resources and Development,Power Resources,Power Resources,K-12
169,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Thermal power, Sunshine, Electricity, coal producer, China, USA, Germany, Russia, South Africa, France, Raniganj, Jharia, Dhanbad, Bokaro, Jharkhand, iron, steel, steam engine, Thermal Power Station, Social Science, Geography,",English,,,Centre,Coal,Geography,Resources and Development,Power Resources,Power Resources,K-12
170,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Black Gold, diesel, petrol, kerosene, wax, plastic, lubricant, Iran, Iraq, Saudi Arabia, Qatar, USA, Russia, Venezuela, Algeria, Digboi, Assam, Bombay High, deltas, Krishna, Godavari river, Social Science, Geography,",English,,,Centre,Petroleum,Geography,Resources and Development,Power Resources,Power Resources,K-12
171,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Crude oil, Domestic, industrial fuel, Russia, Norway, UK, Netherlands, Jaisalmer, Krishna Godavari delta, Tripura, off shore, Mumbai, Natural gas, Toxic pollutant, fossil fuel, Compressed natural gas, CNG, Social Science, Geography,",English,,,Centre,Natural Gas,Geography,Resources and Development,Power Resources,Power Resources,K-12
172,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Rain water, river water, generator, hydro electricity, Paraguay, Norway, Brazil, China, Bhakra Nangal, Gandhi Sagar, Nagarjunsagar, Damodar valley project, Salal Hydroelectric Project, Jammu and Kashmir, Social Science, Geography",English,,,Centre,Hydel Power,Geography,Resources and Development,Power Resources,Power Resources,K-12
173,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Fossil fuel, Environmental pollution, solar energy, wind energy, tidal energy, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Non-conventional Sources of Energy,Non-conventional Sources of Energy,K-12
174,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Solar energy, Non conventional Source, Energy, cell, technology, heater, cooker, dryer, lighting, traffic signal, Sun heat, light energy, Wind energy, tidal energy, nuclear energy, bio gas, geothermal energy, Social Science, Geography,",English,,,Centre,Solar energy,Geography,Resources and Development,Non-conventional Sources of Energy,Non-conventional Sources of Energy,K-12
175,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Wind energy, grain, water, coastal region, steady wind, Netherlands, Germany, Denmark, UK, USA, Spain, Social Science, Geography,",English,,,Centre,Wind Energy,Geography,Resources and Development,Non-conventional Sources of Energy,Non-conventional Sources of Energy,K-12
176,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Nuclei, atom, uranium, thorium, nuclear fission, USA, Europe, Rajasthan, Jharkhand, Monozite sand, Kerala, Kalpakkam, Tamilnadu, Tarapur, Maharastra, Ranapratap Sagar, Kota, Narora, Uttar Pradesh, Kaiga, Karnataka, Nuclear Energy, Steam, turbine, water, nuclear reactor, electricity, heat, fission, Social Science, Geography,",English,,,Centre,Nuclear Power,Geography,Resources and Development,Non-conventional Sources of Energy,Non-conventional Sources of Energy,K-12
177,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Geothermal energy, Natural crack, steam, well, water, turbine, generator, USA, New Zealand, Iceland, Philippines, Central America, Manikaran, Himachal Pradesh, Puga Valley, Ladakh, Social Science, Geography",English,,,Centre,Geothermal Energy,Geography,Resources and Development,Non-conventional Sources of Energy,Non-conventional Sources of Energy,K-12
178,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Tidal energy, generator, turbine, energy, Dam, tide, Russia, France Gulf, Kachchh, Social Science, Geography,",English,,,Centre,Tidal Energy,Geography,Resources and Development,Non-conventional Sources of Energy,Non-conventional Sources of Energy,K-12
179,CBSE,Mineral and Power Resources,,Mineral and Power Resources,3,,,Class 8,"Organic waste, gaseous fuel, mixture, methane, carbon dioxide, Decomposed, bacteria, cooking fuel, lightining, Social Science, Geography,",English,,,Centre,Biogas,Geography,Resources and Development,Non-conventional Sources of Energy,Non-conventional Sources of Energy,K-12
180,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Agriculture, Manufacturing, steel, baking, bread, weaving, cloth, Primary activity, Tertiary activity, Transport, trade, banking, insurance, advertising, topography, soil, climate, crop, World Distribution, Arable Land, Sericulture, Pisciculture, Viticulture, Horticulture, Secondary activity, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,,,K-12
181,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Farming, Farm system, seed, fertiliser, machinery, labour, ploughing, sowing, irrigation, weeding, harvesting, crop, wool, dairy, poultry product, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,System of Farming,Farm System,K-12
182,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Farming, subsistence farming, commercial farming, produce, labour, level, technology, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
183,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Subsistence Farming, intensive subsistence agriculture, fertile soil, climate, south, southeast, east Asia, Primitive subsistence agriculture, Shifting cultivation, Amazon basin, tropical Africa, southeast Asia, Northeast India, slash and burn agriculture, Jhumming North, East India, Milpa Mexico, Roca, Brazil, Ladang, Malaysia, Nomadic herding, Sahara, Central Asia, Rajasthan, Jammu and Kashmir, farming, climatic constraint, terrain, Sheep, camel, yak, goat, Nomadic Herder, Social Science, Geography",English,,,Centre,Subsistence Farming,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
184,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Commercial Farming, machine, grain farming, Wheat, maize, North America, Europe, Asia, temperate grassland, mixed farming, eastern USA, Argentina, southeast Australia, New Zealand, South Africa, Plantation, tropical region, Rubber, Malaysia, coffee, Brazil, tea, India, Sri Lanka, Banana Plantation, Mixed arming, Social Science, Geography",English,,,Centre,Commercial Farming,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
185,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Wheat, rice, maize, millet, Jute, cotton, tea, fibre crop, Rice Cultivation, Wheat Harvesting, Bajra Cultivation, Maize Cultivation, Cotton Cultivation, Tea Plantation, Social Science, Geography",English,,,Centre,Major Crops,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
186,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Rice, diet, tropical, sub tropical, temperature, humidity, Rainfall, Alluvial soil, china, India, Japan, Srilanka, Egypt, West Bengal, Social Science, Geography",English,,,Centre,Rice,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
187,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Wheat, temperature, rainfall, moderate, harvesting, loamy soil, USA, Canada, Argentina, Russia, Australia, India, Social Science, Geography",English,,,Centre,Wheat,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
188,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Millet, grain, sandy soil, Rainfall, temperature, china, Nigeria, Social Science, Geography,",English,,,Centre,Millets,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
189,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Maize, temperature, Rainfall, fertile soil, North America, Brazil, China Russia, India, Canada, Mexico, Social Science, Geography",English,,,Centre,Maize,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
190,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Cotton, Temperature, Rainfall, Black soil, China, USA, India, Pakistan, Egypt, Social Science, Geography,",English,,,Centre,Cotton,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
191,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Jute, Temperature, Rainfall, Black soil, China, USA, India, Pakistan Egypt, Social Science, Geography",English,,,Centre,Jute,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
192,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Tea, Plantation, Climate, Rainfall, Loamy soil, slope, Kenya, India, China, Sri Lanka, Social Science, Geography",English,,,Centre,Tea,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
193,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Coffee, warm, wet climate, loamy soil, hill slope, Brazil, Colombia, India, Social Science, Geography",English,,,Centre,Coffee,Geography,Resources and Development,Types of Farming,Types Of Farming,K-12
194,CBSE,Agriculture,,Agriculture,4,,,Class 8,"Agricultural development, farm production, irrigation facility, fertilizer, high yielding, seed, mechanisation, holding, commercial agriculture, USA, Canada, Australia, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Agricultural Development,Agricultural Development,K-12
195,CBSE,Agriculture,,Agriculture,4,,,Class 8,"India, Adilabad, Ghazipur district, Uttar Pradesh, bullock, ploughing, crop, artificial insemination, HYV seed, Agricultural Field, Social Science, Geography",English,,,Centre,A Farm in India,Geography,Resources and Development,Agricultural Development,Agricultural Development,K-12
196,CBSE,Agriculture,,Agriculture,4,,,Class 8,"USA, corn, soyabean, wheat, cotton, sugarbeet, tractor, seed drill, leveller, harvester, thresher, Mechanised Harvesting, Pesticide, Social Science, Geography,",English,,,Centre,A Farm in the USA,Geography,Resources and Development,Agricultural Development,Agricultural Development,K-12
197,CBSE,Industries,,Industries,5,,,Class 8,"Secondary activity, manufacturing, Industry, iron, steel industry, coal mining industry, tourism industry, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,,,K-12
198,CBSE,Industries,,Industries,5,,,Class 8,"Raw material, size, ownership, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Classification of Industries,Classification Of Industries,K-12
199,CBSE,Industries,,Industries,5,,,Class 8,"Raw material, Agro based industry, Mineral based industry, Food processing, vegetable oil, cotton textile, dairy product, leather industry, machinery, building material, railway coach, Marine based industry, Forest based industry, pulp, paper, pharmaceutical, furniture, building, Social Science, Geography",English,,,Centre,Raw Materials,Geography,Resources and Development,Classification of Industries,Classification Of Industries,K-12
200,CBSE,Industries,,Industries,5,,,Class 8,"Size, Small scale, large scale, industry, food processing, Gorgon nut, Social Science, Geography",English,,,Centre,Size,Geography,Resources and Development,Classification of Industries,Classification Of Industries,K-12
201,CBSE,Industries,,Industries,5,,,Class 8,"Ownership, industry, private sector, state, public sector, joint sector, cooperative sector, Hindustan Aeronautics Limited, Joint sector industry, Co operative sector industry, Social Science, Geography",English,,,Centre,Ownership,Geography,Resources and Development,Classification of Industries,Classification Of Industries,K-12
202,CBSE,Industries,,Industries,5,,,Class 8,"industry, Raw material, power, land, transport, labour, capital, market, town, city, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Factors Affecting Location of Industries,Factors Affecting Location of Industries,K-12
203,CBSE,Industries,,Industries,5,,,Class 8,"Industrial system, Raw material, labour, cost, land, transport, power, textile industry, cotton, human labour, factory, transport cost, ginning, spinning, weaving, dyeing, printing, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Industrial System,Industrial System,K-12
204,CBSE,Industries,,Industries,5,,,Class 8,"Industrial Region, eastern North America, western, central Europe, eastern Europe, eastern Asia, World’s Industrial Region, Mumbai Pune cluster, Bangalore, Tamil Nadu region, Hugli region, Ahmedabad Baroda region, Chottanagpur industrial belt, Vishakhapatnam Guntur belt, Gurgaon Delhi Meerut region, Kollam Thiruvanathapuram industrial cluster, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Industrial Regions,Industrial Regions,K-12
205,CBSE,Industries,,Industries,5,,,Class 8,"Industrial disaster, Union Carbide Factory, technical, Rescue operation, accident, Storage capacity, toxic substance, Pollution dispersion, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Industrial Disaster,Industrial Disaster,K-12
206,CBSE,Industries,,Industries,5,,,Class 8,"iron, steel, industry, Germany, USA, China, Japan, Russia, Textile industry, India, Hong Kong, South Korea, Taiwan, IT Industry, Silicon valley, Central California, Bangalore, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Distribution of Major Industries,Distribution of Major Industries,K-12
207,CBSE,Industries,,Industries,5,,,Class 8,"Iron, steel, smelting, iron ore, coal, limestone, raw material, blast furnace, Manufacturing, coke, air, slag, molten iron, alloys, steel industry, steel machinery, Oil well, Ship, train, truck, auto, transport oil, Farm machine, building, steel framework, Bhilai, Durgapur, Burnpur, Jamshedpur, Rourkela, Bokaro, West Bengal, Jharkhand, Odisha, Chhattisgarh, Bhadravati, Vijay Nagar, Karnataka, Vishakhapatnam, Andhra Pradesh, Salem, Tamil Nadu, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Iron and Steel Industry,Iron and Steel Industry,K-12
208,CBSE,Industries,,Industries,5,,,Class 8,"Tata Iron and Steel Company Limited, TISCO, Subarnarekha, Kharkai, Jharkhand, steel industry, Jamshedpur, Bengal Nagpur railway line, Coal, Jharia coalfield, iron ore limestone, dolomite, manganese, Odisha, river, Chhattisgarh, Social Science, Geography",English,,,Centre,Jamshedpur,Geography,Resources and Development,Iron and Steel Industry,Iron and Steel Industry,K-12
209,CBSE,Industries,,Industries,5,,,Class 8,"Steel city, United States of America, Great Lakes waterway, Ohio, Monogahela, Allegheny river, railroad equipment, machinery, rail, Social Science, Geography,",English,,,Centre,Pittsburgh,Geography,Resources and Development,Iron and Steel Industry,Iron and Steel Industry,K-12
210,CBSE,Industries,,Industries,5,,,Class 8,"Cotton, wool, silk, jute, flax, ancient art, Weaving cloth, Textile industry, natural fibre, linen, power loom, Britain, India, China, Japan, USA, Muslins, Dhaka, Chintz, Masulipatnam, Calico, Calicut, Gold wrought cotton, Burhanpur, Surat, Vadodara, textile mill, Fort Gloster, Coimbatore, Kanpur, Chennai, Ahmedabad, Mumbai, Kolkata, Ludhiana, Puducherry, Panipat, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Cotton Textile Industry,Cotton Textile Industry,K-12
211,CBSE,Industries,,Industries,5,,,Class 8,"Sabarmati river, Manchester, India, mill, Mumbai port, machine, textile mill, closedown, Social Science, Geography",English,,,Centre,Ahmedabad,Geography,Resources and Development,Cotton Textile Industry,Cotton Textile Industry,K-12
212,CBSE,Industries,,Industries,5,,,Class 8,"Japan, Manchester, Japan, cotton mills, raw material, import, Egypt, India, China, USA, cotton textile industry, iron, steel, machinery, shipbuilding, automobile, electrical equipment, cement, Social Science, Geography",English,,,Centre,Osaka,Geography,Resources and Development,Cotton Textile Industry,Cotton Textile Industry,K-12
213,CBSE,Industries,,Industries,5,,,Class 8,"Information technology, software company, technological, political, socio economic event, California, Bengaluru, India, Santa Clara Valley, public sector industry, BEL, BHEL, HAL, NAL, DRDO, ISRO, ITI , IISc, NCBS, UAS, Mumbai, New Delhi, Hyderabad, Chennai, Silicon plateau, Bengaluru, Silicon valley, socio economic event, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Information Technology (IT),Information Technology (IT),K-12
214,CBSE,Human Resources,,Human Resources,6,,,Class 8,"Human, resource, Ministry of Human Resource Development, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,,,K-12
215,CBSE,Human Resources,,Human Resources,6,,,Class 8,"World population, country, population distribution, Asia, Europe, Africa, South America, Northern America, Oceania, Australia, New Zealand, Pacific island, latitude, tropical desert, mountain, equatorial forest, Equator, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Distribution of Population,Distribution of Population,K-12
216,CBSE,Human Resources,,Human Resources,6,,,Class 8,"earth’s surface, density, population, South Central Asia, East, South East Asia, India, kilometer, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Density of Population,Density of Population,K-12
217,CBSE,Human Resources,,Human Resources,6,,,Class 8,"Topography, Climate, Soil, Water, Mineral, Social Science, Geography,",English,,,Centre,Geographical Factors,Geography,Resources and Development,Factors affecting distribution of Population,Factors Affecting Distribution of Population,K-12
218,CBSE,Human Resources,,Human Resources,6,,,Class 8,"housing, education, health facility, Pune, Cultural significance, Varanasi, Jerusalem, Vatican city, Employment opportunity, Osaka, Japan, Mumbai, India, Life expectancy, Social Science, Geography",English,,,Centre,"Social, Cultural and Economic Factors",Geography,Resources and Development,Factors affecting distribution of Population,Factors Affecting Distribution of Population,K-12
219,CBSE,Human Resources,,Human Resources,6,,,Class 8,"Population, growth, birth rate, death rate, Migrations, growth rate, Balance, Immigration, Emigrant, Immigrant, migration, emigration, international migration, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Population Change,Population Change,K-12
220,CBSE,Human Resources,,Human Resources,6,,,Class 8,"Pattern, population, Rate, population growth, Kenya, United Kingdom, birth rate, Social Science, Geography,",English,,,Centre,,Geography,Resources and Development,Patterns of Population Change,Patterns of Population Change,K-12
221,CBSE,Human Resources,,Human Resources,6,,,Class 8,"Population Composition, economic development, age, sex, literacy, level, health condition, population, pyramid, Kenya, India, Japan, Social Science, Geography",English,,,Centre,,Geography,Resources and Development,Population Composition,Population Composition,K-12
222,CBSE,Size and Location of India,,India – Size and Location,1,,,Class 9,"India, Size, Location, Ancient civilisation, socio economic progress, agriculture, industry, technology, economic development, world history, Social Science, Geography",English,,,Centre,,Geography,Contemporary India - I,,,K-12
223,CBSE,Size and Location of India,,India – Size and Location,1,,,Class 9,"Location, Northern hemisphere, latitude, Tropic of Cancer, southeast, southwest, mainland, Andaman and Nicobar islands, Lakshadweep island, Bay of Bengal, Arabian Sea, Social Science, Geography,",English,,,Centre,,Geography,Contemporary India - I,Location of India,Location,K-12
224,CBSE,Size and Location of India,,India – Size and Location,1,,,Class 9,"Size, Coast line, mainland, Andaman and Nicobar, Lakshadweep, Indian ocean, Bay of Bengal, young fold mountain, Arabian sea, Gujarat, Arunachal Pradesh, Indian standard Meridian, Geographical area, seventh largest country, Mirzapur, Uttar Pradesh, fold, Social Science, Geography,",English,,,Centre,,Geography,Contemporary India - I,Size of India,Size,K-12
225,CBSE,Size and Location of India,,India – Size and Location,1,,,Class 9,"India, World, Suez Canal, Europe, Indian landmass, Asian Continent, East Asia, Deccan Peninsula, Indian Ocean, West Asia, Africa, Southeast Asia, Country, Russia, Canada, USA, China, Brazil, Australia, United Nation, Demographic Year Book, Seven, Largest Country, Extent, Standard Meridian of India, International Highway, Trade, Commerce, the Upanishads, the Ramayana, Panchtantra, Social Science, Geography,",English,,,Centre,,Geography,Contemporary India - I,India and the World,India and the World,K-12
226,CBSE,Size and Location of India,,India – Size and Location,1,,,Class 9,"India's Neighbour, India's land boundary, Adjacent Country, strategic position, South Asia, Pakistan, Afghanistan, Nepal, Bhutan, Myanmar, Bangladesh, Sri lanka, Maldive, local autonomy, Palk Strait, the Gulf of Mannar, Maldives Island, Lakshadweep Island, physical map, Social Science, Geography,",English,,,Centre,,Geography,Contemporary India - I,India’s Neighbours,India’s Neighbours,K-12
227,CBSE,Physical Features of India,,Physical Features of India,2,,,Class 9,"Major Physiographic Division, Mountain, plain, desert, plateau, island, rock, folding, fault in rock, volcanic activity, Plate Boundary, Convergent Boundary, Divergent Boundary, Transform Boundary, World Plate Margin, Plate Tectonics, Gondwana land, India, Australia, South Africa, South America, Antarctica, The Himalayan, Tethys sea, peninsular plateau, ancient landmass, geology, topography, high peak, deep valley, river, The northern plain, wide valley, rising hill, Geosyncline, Social Science, Geography,",English,,,Centre,,Geography,Contemporary India - I,,,K-12
228,CBSE,Physical Features of India,,Physical Features of India,2,,,Class 9,"The Himalayan Mountain, The Northern Plain, The Peninsular Plateau, The Indian Desert, The Coastal Plain, Island, Physiographic Division, Social Science, Geography,",English,,,Centre,,Geography,Contemporary India - I,Physiographic Divisions of India,Major Physiographic Divisions,K-12
229,CBSE,Physical Features of India,,Physical Features of India,2,,,Class 9,"The Himalayan, Indus, Brahmaputra, Kashmir, Arunachal Pradesh, Himadri, loftiest peak, Himalayan peak, Relief, Highest Peak, Mt. Everest, Kanchenjunga, Makalu, Dhaulagiri, Nanga Parbat, Annapurna, Nanda Devi, Kamet, Namcha Barwa, Gurla Mandhata, Pir Panjal range, Dhaula Dhar, Mahabharat range, the Kangra and Kullu Valley, Himachal Pradesh, Shiwalik, Mizo Hill, Gravel, Alluvium, Satluj, Punjab Himalaya, Kali river, Kumaon Himalaya, Tista, Dihang river, Assam, Purvachal, Patkai hill, the Naga hill, Manipur hill, strong sandstone, sedimentary rock, valley, The young Fold mountain, The Greater Himalaya, Middle Himalaya, Duns, Social Science, Geography,",English,,,Centre,The Himalayan Mountains,Geography,Contemporary India - I,Physiographic Divisions of India,Major Physiographic Divisions,K-12
230,CBSE,Physical Features of India,,Physical Features of India,2,,,Class 9,"Northern plain, major river system, the Indus, the Ganga, the Brahmaputra, vast basin, the Himalaya, densely populated, physiographic division, very productive part, India, northern mountain, Majuli, Doab, distributary, deposition of silt, Punjab Plain, The Western part, Northern Plain, Pakistan, Jhelum, the Chenab, the Ravi, the Beas, the Satluj, Ghaggar, Teesta river, bhabar, bhabar belt, terai, Dudhwa National Park, older alluvium, bhangar, kankar, khadar, intensive agriculture, Social Science, Geography",English,,,Centre,The Northern Plain,Geography,Contemporary India - I,Physiographic Divisions of India,Major Physiographic Divisions,K-12
